Mike	22:25 3/6/2004	130
Jim	22:25 3/6/2004	113
Tom	22:25 3/6/2004	105
Lana	22:25 3/6/2004	130
TomH	22:25 3/6/2004	125
Mike	22:26 3/6/2004	153
TomH	22:26 3/6/2004	174
Mike	14:48 1/4/2021	165
Jim	14:48 1/4/2021	156
Mike	14:52 1/4/2021	168
Jim	14:52 1/4/2021	145
Mike	14:52 1/4/2021	150
Jim	14:52 1/4/2021	126
Mike	22:16 1/5/2021	150
Lana	0:25 2/5/2021	119
Tom	0:25 2/5/2021	200
Mike	20:50 2/4/2021	0
Jim	21:32 2/4/2021	0
Mike	23:36 2/4/2021	0
Jim	1:13 2/5/2021	0
